evaluation_type,window_id,attack_id,target_tag,method,candidate_action,predicted_cost,predicted_safety_violation_duration,predicted_max_overshoot,predicted_max_undershoot,predicted_time_to_target,predicted_production_proxy,shield_interventions,selected,n_p1_windows_total,n_p1_windows_valid,n_p1_windows_excluded,valid_window_ids,excluded_window_ids
counterfactual_model_rollout,2,2,P102,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,PROPOSED,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,-4.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,PROPOSED,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-2.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,PROPOSED,R3_SWITCH_TO_BACKUP_PUMP,0.2999999999999998,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R10_SENSOR_ISOLATION_AND_FALLBACK,-4.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-2.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_FULL,R3_SWITCH_TO_BACKUP_PUMP,0.2999999999999998,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_NO_TRUST,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_NO_TRUST,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_NO_ROOT_CAUSE,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_NO_ROOT_CAUSE,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,2,2,P102,B5_NO_SHIELD,R3_SWITCH_TO_BACKUP_PUMP,0.2999999999999998,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,-0.509532225,0,0.0,0.0,3,4.3968815,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,0.49046777500000005,0,0.0,0.0,3,4.3968815,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R0_KEEP_CURRENT,-0.509532225,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R5_P1_FALLBACK_CONTROL,0.49046777500000005,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,-2.6095322249999997,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-9.557767159999996,0,0.0,0.0,1,77.38511439999998,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,PROPOSED,R3_SWITCH_TO_BACKUP_PUMP,-6.464386699999991,0,0.0,0.0,3,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R0_KEEP_CURRENT,-0.509532225,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R5_P1_FALLBACK_CONTROL,0.49046777500000005,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R10_SENSOR_ISOLATION_AND_FALLBACK,-2.6095322249999997,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-9.557767159999996,0,0.0,0.0,1,77.38511439999998,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_FULL,R3_SWITCH_TO_BACKUP_PUMP,-6.464386699999991,0,0.0,0.0,3,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_NO_TRUST,R0_KEEP_CURRENT,-0.509532225,0,0.0,0.0,3,4.3968815,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_NO_TRUST,R5_P1_FALLBACK_CONTROL,0.49046777500000005,0,0.0,0.0,3,4.3968815,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_NO_ROOT_CAUSE,R5_P1_FALLBACK_CONTROL,0.49046777500000005,0,0.0,0.0,3,4.3968815,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_NO_ROOT_CAUSE,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,3,3,LIT101,B5_NO_SHIELD,R10_SENSOR_ISOLATION_AND_FALLBACK,-2.6095322249999997,0,0.0,0.0,3,4.3968815,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-10.828773399999982,0,0.0,0.0,60,105.52515599999988,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,PROPOSED,R3_SWITCH_TO_BACKUP_PUMP,-3.614386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-10.828773399999982,0,0.0,0.0,60,105.52515599999988,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_FULL,R3_SWITCH_TO_BACKUP_PUMP,-3.614386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_NO_TRUST,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_NO_TRUST,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_NO_ROOT_CAUSE,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_NO_ROOT_CAUSE,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,21,21,LIT101,B5_NO_SHIELD,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,3.0,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,4.0,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R0_KEEP_CURRENT,3.0,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R5_P1_FALLBACK_CONTROL,4.0,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,3.9,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-2.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,PROPOSED,R3_SWITCH_TO_BACKUP_PUMP,-7.614386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R0_KEEP_CURRENT,3.0,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R5_P1_FALLBACK_CONTROL,4.0,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R10_SENSOR_ISOLATION_AND_FALLBACK,3.9,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-2.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_FULL,R3_SWITCH_TO_BACKUP_PUMP,-7.614386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_NO_TRUST,R0_KEEP_CURRENT,3.0,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_NO_TRUST,R5_P1_FALLBACK_CONTROL,4.0,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_NO_ROOT_CAUSE,R5_P1_FALLBACK_CONTROL,4.0,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_NO_ROOT_CAUSE,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,26,26,P101,B5_NO_SHIELD,R3_SWITCH_TO_BACKUP_PUMP,-7.614386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-10.828773399999982,0,0.0,0.0,60,105.52515599999988,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,PROPOSED,R3_SWITCH_TO_BACKUP_PUMP,-3.614386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R9_EMERGENCY_DRAIN_BOTH_PUMPS,-10.828773399999982,0,0.0,0.0,60,105.52515599999988,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_FULL,R3_SWITCH_TO_BACKUP_PUMP,-3.614386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_NO_TRUST,R0_KEEP_CURRENT,-4.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_NO_TRUST,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_NO_ROOT_CAUSE,R5_P1_FALLBACK_CONTROL,-3.914386699999991,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_NO_ROOT_CAUSE,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,30,30,LIT101,B5_NO_SHIELD,R10_SENSOR_ISOLATION_AND_FALLBACK,-7.01438669999999,0,0.0,0.0,60,52.76257799999994,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,1.0,0,0.0,0.0,20,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,2.0,0,0.0,0.0,20,0.0,0,1,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,PROPOSED,R0_KEEP_CURRENT,1.0,0,0.0,0.0,20,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,PROPOSED,R7_LOCAL_SAFE_SHUTDOWN,5.5,0,0.0,0.0,60,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,PROPOSED,R5_P1_FALLBACK_CONTROL,2.0,0,0.0,0.0,20,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
counterfactual_model_rollout,33,33,LIT101,PROPOSED,R10_SENSOR_ISOLATION_AND_FALLBACK,-1.1,0,0.0,0.0,20,0.0,0,0,10,10,0,1|2|3|21|26|30|33|34|35|36,
