method,attack,seed,time_to_safe_set,time_to_safe_after_attack,time_to_target_after_attack,time_to_recover_after_first_violation,recovery_success,safety_violation_duration,hard_safety_violation_duration,max_level_overshoot,max_level_undershoot,pump_empty_run_count,production,production_loss,action_cost,false_recovery_count,shield_intervention_count,trust_mask_accuracy,trust_detection_precision,trust_detection_recall,trust_detection_f1,one_step_rmse,multi_step_rollout_rmse,evaluation_type,flow_deviation_cost,downstream_overload_risk
B5_NO_ROOT_CAUSE,LIT101_DRIFT_HIGH_LEVEL,3,96,96,96,96,0,96,96,716.3256630196607,0.0,0,53.92070588572833,0.0,96.0,0,1,0.985,1.0,0.90625,0.9508196721311475,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT_HIGH_LEVEL,4,96,96,96,96,0,96,96,716.3692598997239,0.0,0,53.92070588572833,0.0,96.0,0,1,0.985,1.0,0.90625,0.9508196721311475,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY_HIGH_LEVEL,0,96,96,96,96,0,96,96,716.3334443527908,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9983333333333334,1.0,0.9895833333333334,0.9947643979057591,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY_HIGH_LEVEL,1,96,96,96,96,0,96,96,716.3225948576917,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9983333333333334,1.0,0.9895833333333334,0.9947643979057591,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY_HIGH_LEVEL,2,96,96,96,96,0,96,96,716.2965723360065,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9983333333333334,1.0,0.9895833333333334,0.9947643979057591,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY_HIGH_LEVEL,3,96,96,96,96,0,96,96,716.3256630196607,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9983333333333334,1.0,0.9895833333333334,0.9947643979057591,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY_HIGH_LEVEL,4,96,96,96,96,0,96,96,716.3692598997239,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9983333333333334,1.0,0.9895833333333334,0.9947643979057591,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN_HIGH_LEVEL,0,96,96,96,96,0,96,96,716.3334443527908,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9916666666666668,0.9690721649484536,0.9791666666666666,0.9740932642487047,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN_HIGH_LEVEL,1,96,96,96,96,0,96,96,716.3225948576917,0.0,0,53.92070588572833,0.0,96.0,0,1,0.9883333333333333,0.9494949494949495,0.9791666666666666,0.9641025641025641,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN_HIGH_LEVEL,2,96,96,96,96,0,96,96,716.2965723360065,0.0,0,53.92070588572833,0.0,96.0,0,1,0.985,0.9306930693069307,0.9791666666666666,0.9543147208121827,1.904245106034739,4.258021502914971,real_calibrated_simulation_stress,1.4210854715202004e-14,0
