method,attack,seed,time_to_safe_set,time_to_safe_after_attack,time_to_target_after_attack,time_to_recover_after_first_violation,recovery_success,safety_violation_duration,hard_safety_violation_duration,max_level_overshoot,max_level_undershoot,pump_empty_run_count,production,production_loss,action_cost,false_recovery_count,shield_intervention_count,trust_mask_accuracy,trust_detection_precision,trust_detection_recall,trust_detection_f1,one_step_rmse,multi_step_rollout_rmse,evaluation_type,flow_deviation_cost,downstream_overload_risk
B5_FULL,P102_FORCED_OFF,0,96,96,96,96,0,96,96,507.77544856699615,0.0,0,0.44933921571440266,53.471366670013914,129.00000000000003,0,0,0.8883333333333333,0.30526315789473685,0.3020833333333333,0.3036649214659686,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.471366670013914,0
B5_FULL,P102_FORCED_OFF,1,96,96,96,96,0,96,96,507.4419184400617,0.0,0,0.44933921571440266,53.471366670013914,128.40000000000003,0,0,0.885,0.28421052631578947,0.28125,0.28272251308900526,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.471366670013914,0
B5_FULL,P102_FORCED_OFF,2,96,96,96,96,0,96,96,507.88863467448175,0.0,0,0.44933921571440266,53.471366670013914,128.70000000000002,0,0,0.8866666666666667,0.29473684210526313,0.2916666666666667,0.29319371727748694,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.471366670013914,0
B5_FULL,P102_FORCED_OFF,3,96,96,96,96,0,96,96,507.690873351666,0.0,0,0.44933921571440266,53.471366670013914,129.00000000000003,0,0,0.8883333333333333,0.30526315789473685,0.3020833333333333,0.3036649214659686,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.471366670013914,0
B5_FULL,P102_FORCED_OFF,4,96,96,96,96,0,96,96,507.812210373108,0.0,0,0.44933921571440266,53.471366670013914,129.00000000000003,0,0,0.8883333333333333,0.30526315789473685,0.3020833333333333,0.3036649214659686,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.471366670013914,0
B5_NO_ROOT_CAUSE,COMBINED_LIT101_FDI_MV101_OPEN,0,96,96,96,96,0,96,96,483.5868183680076,0.0,0,40.889868630010646,13.030837255717671,95.0,0,0,0.9400000000000001,0.6215139442231076,0.8125,0.7042889390519188,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.030837255717671,0
B5_NO_ROOT_CAUSE,COMBINED_LIT101_FDI_MV101_OPEN,1,96,96,96,96,0,96,96,483.5265701249534,0.0,0,40.44052941429624,13.480176471432074,95.0,0,0,0.9400000000000001,0.6215139442231076,0.8125,0.7042889390519188,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.480176471432074,0
B5_NO_ROOT_CAUSE,COMBINED_LIT101_FDI_MV101_OPEN,2,96,96,96,96,0,96,96,483.95266632243454,0.0,0,40.44052941429624,13.480176471432074,95.0,0,0,0.9550000000000001,0.6547619047619048,0.859375,0.7432432432432432,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.480176471432074,0
B5_NO_ROOT_CAUSE,COMBINED_LIT101_FDI_MV101_OPEN,3,96,96,96,96,0,96,96,484.05215403489194,0.0,0,39.99119019858184,13.929515687146477,95.0,0,0,0.9533333333333334,0.6533864541832669,0.8541666666666666,0.7404063205417607,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.929515687146477,0
B5_NO_ROOT_CAUSE,COMBINED_LIT101_FDI_MV101_OPEN,4,96,96,96,96,0,96,96,483.8650739365049,0.0,0,39.99119019858184,13.929515687146477,95.0,0,0,0.9566666666666667,0.6535433070866141,0.8645833333333334,0.7443946188340808,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.929515687146477,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT,0,96,96,96,96,0,96,96,495.80073987845685,0.0,0,27.409692158578558,26.51101372714976,95.0,0,0,0.9833333333333332,0.7049180327868853,0.8958333333333334,0.7889908256880733,1.904245106034739,4.258021502914971,real_calibrated_simulation,26.51101372714976,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT,1,96,96,96,96,0,96,96,495.3097865373294,0.0,0,26.960352942864155,26.960352942864162,95.0,0,0,0.9816666666666667,0.6967213114754098,0.8854166666666666,0.7798165137614679,1.904245106034739,4.258021502914971,real_calibrated_simulation,26.960352942864162,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT,2,96,96,96,96,0,96,96,495.89275616630937,0.0,0,26.960352942864155,26.960352942864162,95.0,0,0,0.9833333333333332,0.6991869918699187,0.8958333333333334,0.7853881278538812,1.904245106034739,4.258021502914971,real_calibrated_simulation,26.960352942864162,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT,3,96,96,96,96,0,96,96,495.77464924770356,0.0,0,26.960352942864155,26.960352942864162,95.0,0,0,0.985,0.7016129032258065,0.90625,0.7909090909090909,1.904245106034739,4.258021502914971,real_calibrated_simulation,26.960352942864162,0
B5_NO_ROOT_CAUSE,LIT101_DRIFT,4,96,96,96,96,0,96,96,495.7898113549604,0.0,0,26.960352942864155,26.960352942864162,95.0,0,0,0.9833333333333332,0.6991869918699187,0.8958333333333334,0.7853881278538812,1.904245106034739,4.258021502914971,real_calibrated_simulation,26.960352942864162,0
